date,open,high,low,close,volume,trade,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
11/06/2024,42.6,43.3,42.0,42.2,49571.0,192.0,,,,,,
11/07/2024,41.5,43.0,41.0,41.3,39444.0,175.0,,,,,,
11/10/2024,41.5,41.5,40.0,40.4,19922.0,98.0,,,,,,
11/11/2024,38.6,42.0,39.0,41.6,32532.0,109.0,,,,,,
11/12/2024,41.9,44.5,42.0,43.6,117464.0,337.0,,,,,,
11/13/2024,42.8,45.5,43.0,44.5,101183.0,258.0,,,,,,
11/14/2024,45.0,46.5,43.0,44.6,134639.0,354.0,,,,,,
11/17/2024,44.4,45.9,44.0,45.6,68228.0,225.0,,,,,,
11/18/2024,45.0,47.0,45.0,46.1,177452.0,439.0,,,,,,
11/19/2024,47.0,47.2,45.5,45.6,83955.0,261.0,,,,,,
11/20/2024,46.4,46.4,43.1,43.9,66112.0,254.0,,,,,,
11/21/2024,43.5,46.3,41.7,42.1,66857.0,282.0,,,,,,
11/24/2024,42.2,43.4,41.6,41.8,14177.0,118.0,,,,,,
11/25/2024,43.3,43.4,41.1,42.0,23618.0,121.0,,,,,,
11/26/2024,42.0,43.2,42.0,42.1,29152.0,130.0,,,,,,
11/27/2024,42.2,43.4,42.0,42.3,25415.0,140.0,,,,,,
11/28/2024,43.0,43.6,42.3,42.5,24035.0,132.0,,,,,,
12/01/2024,42.0,43.7,42.0,43.0,17585.0,103.0,,,,,,
12/02/2024,43.0,43.8,42.8,43.0,31910.0,128.0,,,,,,
12/03/2024,43.0,43.7,43.0,43.1,19821.0,129.0,,,,,,
12/04/2024,43.5,43.7,43.0,43.1,34682.0,84.0,,,,,,
12/05/2024,43.0,43.5,42.5,42.7,3771.0,60.0,,,,,,
12/08/2024,43.0,43.0,41.2,42.1,48527.0,162.0,,,,,,
12/09/2024,42.1,42.9,41.8,42.0,17018.0,83.0,,,,,,
12/10/2024,44.9,44.9,42.0,42.8,30441.0,90.0,,,,,,
12/11/2024,43.2,43.3,42.1,42.5,12048.0,131.0,,,,,,
12/12/2024,43.2,43.2,41.9,42.3,9300.0,91.0,,,,,,
12/15/2024,41.6,43.4,41.6,42.5,14083.0,111.0,,,,,,
12/17/2024,42.2,43.3,42.2,42.5,58364.0,156.0,,,,,,
12/18/2024,43.5,43.5,42.4,42.6,14577.0,78.0,,,,,,
12/19/2024,42.6,43.1,42.0,42.6,41285.0,131.0,,,,,,
12/22/2024,43.2,43.3,42.3,42.5,8752.0,75.0,,,,,,
12/23/2024,43.7,43.8,42.4,42.5,2969.0,41.0,,,,,,
12/24/2024,42.4,42.9,42.2,42.5,31973.0,90.0,,,,,,
12/26/2024,42.0,42.9,41.5,41.6,27304.0,105.0,,,,,,
12/29/2024,42.8,42.8,41.8,42.1,31378.0,119.0,,,,,,
12/30/2024,41.8,43.3,41.8,43.0,27673.0,104.0,,,,,,
01/01/2025,42.4,43.0,42.1,42.9,23653.0,60.0,,,,,,
01/02/2025,43.6,43.6,41.6,42.0,7204.0,69.0,,,,,,
01/05/2025,42.0,43.0,41.0,41.5,53530.0,144.0,,,,,,
01/06/2025,42.0,42.5,41.2,42.3,6390.0,130.0,,,,,,
01/07/2025,43.0,43.0,41.7,41.7,10209.0,62.0,,,,,,
01/08/2025,41.6,42.7,41.5,41.6,25815.0,81.0,,,,,,
01/09/2025,41.6,42.4,41.6,41.7,3204.0,31.0,,,,,,
01/12/2025,42.0,42.8,41.2,41.5,16389.0,102.0,,,,,,
01/13/2025,40.9,41.7,40.9,41.0,12985.0,76.0,,,,,,
01/14/2025,40.3,41.8,40.3,40.9,38918.0,120.0,,,,,,
01/15/2025,40.7,42.0,40.5,40.8,30747.0,93.0,,,,,,
01/16/2025,40.2,42.8,40.0,41.0,11661.0,71.0,,,,,,
01/19/2025,41.0,42.6,41.0,41.6,109065.0,287.0,,,,,,
01/20/2025,41.4,42.7,41.4,42.1,8260.0,39.0,,,,,,
01/21/2025,41.2,42.5,41.2,42.0,21616.0,110.0,,,,,,
01/22/2025,42.5,42.5,41.3,41.5,6132.0,95.0,,,,,,
01/23/2025,42.5,42.5,41.0,41.1,18612.0,115.0,,,,,,
01/26/2025,42.0,42.0,39.4,40.1,44066.0,163.0,,,,,,
01/27/2025,40.1,41.5,39.7,40.6,3388.0,43.0,,,,,,
01/28/2025,40.2,41.1,40.2,40.9,48901.0,165.0,,,,,,
01/29/2025,41.0,41.8,40.8,41.5,72379.0,199.0,,,,,,
01/30/2025,42.6,42.6,41.0,41.2,34165.0,114.0,,,,,,
02/02/2025,41.2,42.0,41.1,41.6,33672.0,149.0,,,,,,
02/03/2025,41.9,41.9,41.3,41.5,20676.0,123.0,,,,,,
02/04/2025,41.8,41.8,41.4,41.5,33043.0,153.0,,,,,,
02/05/2025,41.9,41.9,41.5,41.6,63493.0,143.0,,,,,,
02/06/2025,43.8,45.6,42.2,42.6,189154.0,424.0,,,,,,
02/09/2025,43.0,43.0,42.0,42.2,73004.0,220.0,,,,,,
02/10/2025,42.5,42.5,41.6,41.7,68689.0,209.0,,,,,,
02/11/2025,41.7,42.4,41.5,42.1,43824.0,150.0,,,,,,
02/12/2025,42.4,42.5,41.6,41.7,13892.0,102.0,,,,,,
02/13/2025,42.0,42.0,41.7,41.8,20370.0,90.0,,,,,,
02/16/2025,42.5,42.5,41.4,41.5,32639.0,143.0,,,,,,
02/17/2025,41.5,41.8,41.3,41.5,53972.0,146.0,,,,,,
02/18/2025,41.3,42.2,41.3,41.8,50234.0,152.0,,,,,,
02/19/2025,42.0,42.2,41.7,42.1,48772.0,144.0,,,,,,
02/20/2025,41.8,42.2,41.7,42.1,39009.0,173.0,,,,,,
02/23/2025,42.9,42.9,41.8,42.7,30042.0,152.0,,,,,,
02/24/2025,42.6,42.7,42.2,42.4,52344.0,142.0,,,,,,
02/25/2025,42.1,42.8,42.1,42.4,76222.0,183.0,,,,,,
02/26/2025,42.8,42.8,41.9,42.1,81001.0,194.0,,,,,,
02/27/2025,42.1,42.1,42.1,42.1,0.0,0.0,,,,,,
03/02/2025,39.2,41.2,39.2,39.8,44238.0,276.0,,,,,,
03/03/2025,40.8,40.8,39.6,39.9,22077.0,88.0,,,,,,
03/04/2025,39.8,40.3,39.8,39.9,7635.0,48.0,,,,,,
03/05/2025,39.9,40.3,39.1,39.4,15781.0,108.0,,,,,,
03/06/2025,39.5,39.8,39.4,39.5,14776.0,64.0,,,,,,
03/09/2025,39.9,40.0,38.0,38.2,32831.0,133.0,,,,,,
03/10/2025,38.1,39.8,38.1,38.9,11004.0,64.0,,,,,,
03/11/2025,39.0,40.1,38.8,39.9,73724.0,232.0,,,,,,
03/12/2025,39.9,40.3,39.9,40.2,19890.0,129.0,,,,,,
03/13/2025,40.8,40.9,39.9,40.8,77877.0,147.0,,,,,,
03/16/2025,41.0,42.4,40.1,41.0,84479.0,189.0,,,,,,
03/17/2025,41.3,41.4,40.8,41.0,70835.0,91.0,,,,,,
03/18/2025,41.0,41.4,40.2,40.4,34381.0,140.0,,,,,,
03/19/2025,40.4,41.1,39.9,40.3,32563.0,83.0,,,,,,
03/20/2025,41.0,41.0,39.8,39.9,20665.0,79.0,,,,,,
03/23/2025,40.5,40.5,39.4,39.6,17656.0,85.0,,,,,,
03/24/2025,41.0,41.0,39.2,39.4,11992.0,78.0,,,,,,
03/25/2025,39.4,40.7,39.4,39.7,10335.0,58.0,,,,,,
03/27/2025,40.6,40.6,38.9,39.0,53300.0,150.0,,,,,,
04/06/2025,39.0,41.9,39.0,39.4,22408.0,100.0,,,,,,
04/07/2025,39.2,40.1,39.0,40.0,74738.0,200.0,,,,,,
04/08/2025,40.0,41.2,40.0,40.1,55284.0,152.0,,,,,,
04/09/2025,41.0,41.0,40.1,40.2,26001.0,95.0,,,,,,
04/10/2025,40.8,41.3,39.1,41.0,130649.0,194.0,,,,,,
04/13/2025,41.5,41.5,40.4,40.8,7995.0,43.0,,,,,,
04/15/2025,40.4,41.1,40.0,40.2,38108.0,146.0,,,,,,
04/16/2025,40.0,41.0,40.0,40.4,49976.0,112.0,,,,,,
04/17/2025,41.0,41.0,40.0,40.2,16407.0,70.0,,,,,,
04/20/2025,44.2,44.2,44.2,44.2,197388.0,166.0,,,,,,
04/21/2025,48.6,48.6,45.7,46.1,734288.0,1376.0,,,,,,
04/22/2025,45.7,46.8,45.0,46.5,345287.0,621.0,,,,,,
04/23/2025,46.7,48.6,46.4,46.9,613084.0,1203.0,,,,,,
04/24/2025,46.4,46.7,45.1,45.5,164890.0,411.0,,,,,,
04/27/2025,45.2,46.5,44.6,46.3,142224.0,362.0,,,,,,
04/28/2025,46.8,46.8,44.5,44.9,150355.0,337.0,,,,,,
04/29/2025,46.0,46.0,43.5,43.8,158689.0,365.0,,,,,,
04/30/2025,43.1,45.6,43.1,44.5,190789.0,429.0,,,,,,
05/04/2025,44.0,46.1,44.0,45.8,77615.0,249.0,,,,,,
05/05/2025,45.2,46.5,45.0,45.9,242936.0,428.0,,,,,,
05/06/2025,46.7,46.7,44.0,45.4,177461.0,244.0,,,,,,
05/07/2025,44.1,44.8,42.7,42.8,148627.0,277.0,,,,,,
05/08/2025,44.0,44.1,43.0,43.6,23100.0,105.0,,,,,,
05/12/2025,44.0,45.6,43.4,44.9,154317.0,340.0,,,,,,
05/13/2025,45.5,45.6,44.6,44.8,56993.0,209.0,,,,,,
05/14/2025,45.1,45.3,43.1,43.4,44148.0,183.0,,,,,,
05/15/2025,44.6,44.6,42.2,42.3,36843.0,153.0,,,,,,
05/17/2025,44.0,44.0,42.0,42.3,69801.0,194.0,,,,,,
05/18/2025,43.8,43.8,42.5,42.7,83689.0,223.0,,,,,,
05/19/2025,43.7,43.7,41.7,42.6,66794.0,153.0,,,,,,
05/20/2025,42.3,43.2,42.0,42.6,41801.0,191.0,,,,,,
05/21/2025,42.3,43.4,42.0,42.1,48209.0,108.0,,,,,,
05/22/2025,42.9,42.9,42.1,42.4,16068.0,78.0,,,,,,
05/24/2025,42.8,42.8,41.7,41.8,32969.0,80.0,,,,,,
05/25/2025,42.9,42.9,41.5,41.8,28121.0,132.0,,,,,,
05/26/2025,41.2,42.5,41.2,41.4,53477.0,163.0,,,,,,
05/27/2025,41.7,42.5,41.4,41.8,24338.0,147.0,,,,,,
05/28/2025,40.0,42.5,40.0,41.2,79894.0,183.0,,,,,,
05/29/2025,42.2,43.0,41.1,42.0,51752.0,145.0,,,,,,
06/01/2025,42.9,43.1,42.0,42.9,46984.0,244.0,,,,,,
06/02/2025,44.5,44.5,42.6,43.3,43533.0,147.0,,,,,,
06/03/2025,42.5,43.8,42.0,42.4,52464.0,76.0,,,,,,
06/04/2025,42.5,43.2,42.0,43.0,15008.0,58.0,,,,,,
06/15/2025,41.5,42.7,41.5,42.3,18803.0,58.0,,,,,,
06/16/2025,43.4,43.4,42.0,43.3,33110.0,142.0,,,,,,
06/17/2025,43.5,43.8,42.6,42.9,37550.0,106.0,,,,,,
06/18/2025,43.8,44.0,42.4,43.9,68957.0,118.0,,,,,,
06/19/2025,44.4,44.4,43.1,43.8,31065.0,98.0,,,,,,
06/22/2025,42.7,42.9,42.0,42.3,16683.0,103.0,,,,,,
06/23/2025,41.6,42.8,41.6,42.5,22287.0,105.0,,,,,,
06/24/2025,42.5,43.7,42.5,42.7,35623.0,102.0,,,,,,
06/25/2025,43.7,43.7,42.7,43.5,30626.0,75.0,,,,,,
06/26/2025,43.7,45.5,43.0,44.6,148151.0,286.0,,,,,,
06/29/2025,44.2,45.2,44.0,44.1,30072.0,112.0,,,,,,
06/30/2025,44.0,44.8,43.5,43.7,37354.0,104.0,,,,,,
07/02/2025,43.5,44.9,43.5,44.7,70644.0,142.0,,,,,,
07/03/2025,44.5,45.0,44.2,44.3,40329.0,79.0,,,,,,
07/07/2025,44.8,44.8,44.0,44.1,68058.0,135.0,,,,,,
07/08/2025,44.1,44.5,43.7,44.3,86937.0,164.0,,,,,,
07/09/2025,44.4,45.8,44.4,45.6,100965.0,314.0,,,,,,
07/10/2025,45.6,45.7,45.0,45.0,67628.0,164.0,,,,,,
07/13/2025,44.7,45.0,44.3,44.4,78564.0,228.0,,,,,,
07/14/2025,44.4,46.3,44.4,45.9,176323.0,342.0,,,,,,
07/15/2025,46.2,49.0,46.0,48.8,408664.0,774.0,,,,,,
07/16/2025,48.8,50.9,48.0,50.0,418396.0,768.0,,,,,,
07/17/2025,50.0,51.5,48.7,49.0,431691.0,768.0,,,,,,
07/20/2025,49.5,49.5,48.1,48.4,144177.0,334.0,,,,,,
07/21/2025,49.0,49.7,48.3,48.5,235212.0,432.0,,,,,,
07/22/2025,48.5,49.2,48.0,48.4,122027.0,355.0,,,,,,
07/23/2025,48.9,49.0,47.9,48.2,192613.0,306.0,,,,,,
07/24/2025,49.1,50.0,48.0,49.5,398885.0,745.0,,,,,,
07/27/2025,49.5,51.0,48.8,49.6,376444.0,634.0,,,,,,
07/28/2025,49.9,49.9,48.3,48.6,185451.0,379.0,,,,,,
07/29/2025,49.0,49.4,47.3,47.6,146564.0,401.0,,,,,,
07/30/2025,47.3,49.4,47.3,49.2,178187.0,330.0,,,,,,
07/31/2025,49.5,49.9,48.6,48.9,188047.0,363.0,,,,,,
08/03/2025,48.8,49.1,48.5,48.8,109791.0,250.0,,,,,,
08/04/2025,48.8,49.1,47.7,48.0,143227.0,324.0,,,,,,
08/06/2025,49.5,49.5,47.6,47.8,48108.0,177.0,,,,,,
08/07/2025,48.5,48.5,47.2,47.3,61683.0,246.0,,,,,,
08/10/2025,48.2,48.2,47.0,47.1,72056.0,197.0,,,,,,
08/11/2025,46.7,48.6,46.7,47.2,37736.0,137.0,,,,,,
08/12/2025,46.9,47.9,46.9,47.4,51481.0,163.0,,,,,,
08/13/2025,48.0,48.1,47.5,47.7,48465.0,144.0,,,,,,
08/14/2025,47.7,48.3,47.3,47.4,55173.0,171.0,,,,,,
08/17/2025,49.0,49.0,47.0,47.8,55545.0,202.0,,,,,,
08/18/2025,47.7,48.9,47.7,48.6,246231.0,465.0,,,,,,
08/19/2025,48.8,49.0,48.1,48.4,88905.0,223.0,,,,,,
08/20/2025,48.2,50.7,48.1,50.1,358734.0,563.0,,,,,,
08/21/2025,50.2,51.2,48.6,49.3,165924.0,496.0,,,,,,
08/24/2025,49.7,51.0,48.7,49.6,487124.0,757.0,,,,,,
08/25/2025,50.6,52.6,50.2,51.3,716272.0,1051.0,,,,,,
